"file","import_line"
"apps/web/src/components/MovieDetailPage/MovieCastSection.tsx","import Image from 'next/image'"
"apps/web/src/components/MovieDetailPage/MovieCastSection.tsx","import Link from 'next/link'"
"apps/web/src/components/MovieDetailPage/MovieCastSection.tsx","import iconSlot from '@/components/IconSlot/iconSlot.module.css'"
"apps/web/src/components/MovieDetailPage/MovieCastSection.tsx","import { PERSON_PROFILE_IMAGE_SIZES, PERSON_PROFILE_IMAGE_TMDB_SIZE } from '@/lib/imageSizes'"
"apps/web/src/components/MovieDetailPage/MovieCastSection.tsx","import { personPath } from '@/lib/slug'"
"apps/web/src/components/MovieDetailPage/MovieCastSection.tsx","import type { MoviePageCastMember } from '@/lib/tmdb'"
"apps/web/src/components/MovieDetailPage/MovieCastSection.tsx","import { getImageUrl } from '@/lib/tmdb'"
"apps/web/src/components/MovieDetailPage/MovieCastSection.tsx","import styles from './MovieCastSection.module.css'"
"apps/web/src/components/MovieDetailPage/MovieCollectionSection.tsx","import { type DetailMediaKind, detailPathForMedia } from '@/lib/slug'"
"apps/web/src/components/MovieDetailPage/MovieCollectionSection.tsx","import type { MoviePageCardItem } from '@/lib/tmdb'"
"apps/web/src/components/MovieDetailPage/MovieCollectionSection.tsx","import styles from './MovieCollectionSection.module.css'"
"apps/web/src/components/MovieDetailPage/MovieCollectionSection.tsx","import { MovieSimilarRailCard } from './MovieSimilarRailCard'"
"apps/web/src/components/MovieDetailPage/MovieComments.tsx","import { useEffect, useMemo, useState } from 'react'"
"apps/web/src/components/MovieDetailPage/MovieComments.tsx","import type { DetailMediaKind } from '@/lib/slug'"
"apps/web/src/components/MovieDetailPage/MovieComments.tsx","import styles from './MovieComments.module.css'"
"apps/web/src/components/MovieDetailPage/MovieCommentsRoot.client.tsx","import dynamic from 'next/dynamic'"
"apps/web/src/components/MovieDetailPage/MovieCommentsRoot.client.tsx","import type { DetailMediaKind } from '@/lib/slug'"
"apps/web/src/components/MovieDetailPage/MovieCommentsRoot.client.tsx","import styles from './MovieComments.module.css'"
"apps/web/src/components/MovieDetailPage/MovieDetailBelowFoldDynamics.tsx","import dynamic from 'next/dynamic'"
"apps/web/src/components/MovieDetailPage/MovieDetailBelowFoldDynamics.tsx","import styles from './MovieDetailPage.module.css'"
"apps/web/src/components/MovieDetailPage/MovieDetailPage.tsx","import { ChevronLeft, Clock, Star } from 'lucide-react'"
"apps/web/src/components/MovieDetailPage/MovieDetailPage.tsx","import Image from 'next/image'"
"apps/web/src/components/MovieDetailPage/MovieDetailPage.tsx","import Link from 'next/link'"
"apps/web/src/components/MovieDetailPage/MovieDetailPage.tsx","import { type ReactNode, ViewTransition } from 'react'"
"apps/web/src/components/MovieDetailPage/MovieDetailPage.tsx","import { FadeInView } from '@/components/FadeInView/FadeInView'"
"apps/web/src/components/MovieDetailPage/MovieDetailPage.tsx","import iconSlot from '@/components/IconSlot/iconSlot.module.css'"
"apps/web/src/components/MovieDetailPage/MovieDetailPage.tsx","import { blurHashToDataUrl } from '@/lib/blurhashToDataUrl'"
"apps/web/src/components/MovieDetailPage/MovieDetailPage.tsx","import { movieGenrePathById } from '@/lib/movieGenreRoute'"
"apps/web/src/components/MovieDetailPage/MovieDetailPage.tsx","import type { DetailMediaKind } from '@/lib/slug'"
"apps/web/src/components/MovieDetailPage/MovieDetailPage.tsx","import { containsCyrillic } from '@/lib/textScript'"
"apps/web/src/components/MovieDetailPage/MovieDetailPage.tsx","import type { MoviePageDetail } from '@/lib/tmdb'"
"apps/web/src/components/MovieDetailPage/MovieDetailPage.tsx","import { getImageUrl } from '@/lib/tmdb'"
"apps/web/src/components/MovieDetailPage/MovieDetailPage.tsx","import { MovieCommentsRoot } from './MovieCommentsRoot.client'"
"apps/web/src/components/MovieDetailPage/MovieDetailPage.tsx","import {"
"apps/web/src/components/MovieDetailPage/MovieDetailPage.tsx","import styles from './MovieDetailPage.module.css'"
"apps/web/src/components/MovieDetailPage/MovieDetailPage.tsx","import { MovieHeroBackdropImage } from './MovieHeroBackdropImage'"
"apps/web/src/components/MovieDetailPage/MovieDetailPage.tsx","import { MovieHeroTrailerActions } from './MovieHeroTrailerActions'"
"apps/web/src/components/MovieDetailPage/MovieDetailPage.tsx","import { MoviePrimarySummaryPanel } from './MoviePrimarySummaryPanel'"
"apps/web/src/components/MovieDetailPage/MovieDetailPage.tsx","import { MovieShareButton } from './MovieShareButton'"
"apps/web/src/components/MovieDetailPage/MovieDetailPage.tsx","import { MovieWatchProvidersPanel } from './MovieWatchProvidersPanel'"
"apps/web/src/components/MovieDetailPage/MovieDetailPageLite.tsx","import Image from 'next/image'"
"apps/web/src/components/MovieDetailPage/MovieDetailPageLite.tsx","import Link from 'next/link'"
"apps/web/src/components/MovieDetailPage/MovieDetailPageLite.tsx","import { movieGenrePathById } from '@/lib/movieGenreRoute'"
"apps/web/src/components/MovieDetailPage/MovieDetailPageLite.tsx","import type { DetailMediaKind } from '@/lib/slug'"
"apps/web/src/components/MovieDetailPage/MovieDetailPageLite.tsx","import type { MoviePageDetail } from '@/lib/tmdb'"
"apps/web/src/components/MovieDetailPage/MovieDetailPageLite.tsx","import { getImageUrl } from '@/lib/tmdb'"
"apps/web/src/components/MovieDetailPage/MovieDetailPageLite.tsx","import { MovieCastSection } from './MovieCastSection'"
"apps/web/src/components/MovieDetailPage/MovieDetailPageLite.tsx","import styles from './MovieDetailPage.module.css'"
"apps/web/src/components/MovieDetailPage/MovieDetailPageLite.tsx","import { MovieFaqAccordion } from './MovieFaqAccordion'"
"apps/web/src/components/MovieDetailPage/MovieDetailStreamedBelowFold.tsx","import type { ReactNode } from 'react'"
"apps/web/src/components/MovieDetailPage/MovieDetailStreamedBelowFold.tsx","import type { DetailMediaKind } from '@/lib/slug'"
"apps/web/src/components/MovieDetailPage/MovieDetailStreamedBelowFold.tsx","import {"
"apps/web/src/components/MovieDetailPage/MovieDetailStreamedBelowFold.tsx","import { MovieCommentsRoot } from './MovieCommentsRoot.client'"
"apps/web/src/components/MovieDetailPage/MovieDetailStreamedBelowFold.tsx","import {"
"apps/web/src/components/MovieDetailPage/MovieDetailTvDynamics.tsx","import dynamic from 'next/dynamic'"
"apps/web/src/components/MovieDetailPage/MovieDetailTvDynamics.tsx","import styles from './MovieDetailPage.module.css'"
"apps/web/src/components/MovieDetailPage/MovieFaqAccordion.tsx","import styles from './MovieDetailPage.module.css'"
"apps/web/src/components/MovieDetailPage/MovieHeroBackdropCarousel.tsx","import {"
"apps/web/src/components/MovieDetailPage/MovieHeroBackdropCarousel.tsx","import { usePrefersReducedMotion } from '@/hooks/usePrefersReducedMotion'"
"apps/web/src/components/MovieDetailPage/MovieHeroBackdropCarousel.tsx","import styles from './MovieHeroBackdropCarousel.module.css'"
"apps/web/src/components/MovieDetailPage/MovieHeroBackdropCarousel.tsx","import { MovieHeroBackdropImage } from './MovieHeroBackdropImage'"
"apps/web/src/components/MovieDetailPage/MovieHeroBackdropImage.tsx","import Image, { type ImageProps } from 'next/image'"
"apps/web/src/components/MovieDetailPage/MovieHeroTrailerActions.tsx","import type { MediaType } from '@repo/types'"
"apps/web/src/components/MovieDetailPage/MovieHeroTrailerActions.tsx","import { useCallback, useEffect, useState } from 'react'"
"apps/web/src/components/MovieDetailPage/MovieHeroTrailerActions.tsx","import { useToast } from '@/components/Toast/Toast'"
"apps/web/src/components/MovieDetailPage/MovieHeroTrailerActions.tsx","import { isInLocalWatchlist, toggleLocalWatchlistItem } from '@/lib/localWatchlist'"
"apps/web/src/components/MovieDetailPage/MovieHeroTrailerActions.tsx","import styles from './MovieDetailPage.module.css'"
"apps/web/src/components/MovieDetailPage/MovieHeroTrailerActions.tsx","import { OPEN_MOVIE_TRAILER_EVENT } from './movieTrailerEvents'"
"apps/web/src/components/MovieDetailPage/MovieOverviewBlock.tsx","import styles from './MovieOverviewBlock.module.css'"
"apps/web/src/components/MovieDetailPage/MoviePhotosSection.client.tsx","import Image from 'next/image'"
"apps/web/src/components/MovieDetailPage/MoviePhotosSection.client.tsx","import { useEffect, useMemo, useState } from 'react'"
"apps/web/src/components/MovieDetailPage/MoviePhotosSection.client.tsx","import { createPortal } from 'react-dom'"
"apps/web/src/components/MovieDetailPage/MoviePhotosSection.client.tsx","import iconSlot from '@/components/IconSlot/iconSlot.module.css'"
"apps/web/src/components/MovieDetailPage/MoviePhotosSection.client.tsx","import { getImageUrl } from '@/lib/tmdb'"
"apps/web/src/components/MovieDetailPage/MoviePhotosSection.client.tsx","import styles from './MoviePhotosSection.module.css'"
"apps/web/src/components/MovieDetailPage/MoviePhotosSection.tsx","import Image from 'next/image'"
"apps/web/src/components/MovieDetailPage/MoviePhotosSection.tsx","import { useId } from 'react'"
"apps/web/src/components/MovieDetailPage/MoviePhotosSection.tsx","import iconSlot from '@/components/IconSlot/iconSlot.module.css'"
"apps/web/src/components/MovieDetailPage/MoviePhotosSection.tsx","import type { MovieBackdropStill } from '@/lib/tmdb'"
"apps/web/src/components/MovieDetailPage/MoviePhotosSection.tsx","import { getImageUrl } from '@/lib/tmdb'"
"apps/web/src/components/MovieDetailPage/MoviePhotosSection.tsx","import { MoviePhotosSectionClient } from './MoviePhotosSection.client'"
"apps/web/src/components/MovieDetailPage/MoviePhotosSection.tsx","import styles from './MoviePhotosSection.module.css'"
"apps/web/src/components/MovieDetailPage/MoviePrimaryRatingsRow.tsx","import styles from './MoviePrimarySummaryPanel.module.css'"
"apps/web/src/components/MovieDetailPage/MoviePrimaryRatingsRow.tsx","import { MovieUserRatingCard } from './MovieUserRatingCard'"
"apps/web/src/components/MovieDetailPage/MoviePrimaryRatingsRow.tsx","import { TmdbLogoMark } from './TmdbLogoMark'"
"apps/web/src/components/MovieDetailPage/MoviePrimarySummaryActions.tsx","import type { MediaType } from '@repo/types'"
"apps/web/src/components/MovieDetailPage/MoviePrimarySummaryActions.tsx","import { useCallback, useEffect, useState } from 'react'"
"apps/web/src/components/MovieDetailPage/MoviePrimarySummaryActions.tsx","import { useToast } from '@/components/Toast/Toast'"
"apps/web/src/components/MovieDetailPage/MoviePrimarySummaryActions.tsx","import { isInLocalWatchlist, toggleLocalWatchlistItem } from '@/lib/localWatchlist'"
"apps/web/src/components/MovieDetailPage/MoviePrimarySummaryActions.tsx","import styles from './MoviePrimarySummaryPanel.module.css'"
"apps/web/src/components/MovieDetailPage/MoviePrimarySummaryActions.tsx","import { MovieShareButton } from './MovieShareButton'"
"apps/web/src/components/MovieDetailPage/MoviePrimarySummaryActions.tsx","import { OPEN_MOVIE_TRAILER_EVENT } from './movieTrailerEvents'"
"apps/web/src/components/MovieDetailPage/MoviePrimarySummaryPanel.tsx","import type { MediaType } from '@repo/types'"
"apps/web/src/components/MovieDetailPage/MoviePrimarySummaryPanel.tsx","import Link from 'next/link'"
"apps/web/src/components/MovieDetailPage/MoviePrimarySummaryPanel.tsx","import { movieGenrePathById } from '@/lib/movieGenreRoute'"
"apps/web/src/components/MovieDetailPage/MoviePrimarySummaryPanel.tsx","import { personPath } from '@/lib/slug'"
"apps/web/src/components/MovieDetailPage/MoviePrimarySummaryPanel.tsx","import type { MoviePageDetail } from '@/lib/tmdb'"
"apps/web/src/components/MovieDetailPage/MoviePrimarySummaryPanel.tsx","import { MovieOverviewBlock } from './MovieOverviewBlock'"
"apps/web/src/components/MovieDetailPage/MoviePrimarySummaryPanel.tsx","import { MoviePrimaryRatingsRow } from './MoviePrimaryRatingsRow'"
"apps/web/src/components/MovieDetailPage/MoviePrimarySummaryPanel.tsx","import { MoviePrimarySummaryActions } from './MoviePrimarySummaryActions'"
"apps/web/src/components/MovieDetailPage/MoviePrimarySummaryPanel.tsx","import styles from './MoviePrimarySummaryPanel.module.css'"
"apps/web/src/components/MovieDetailPage/MovieShareButton.tsx","import type { ReactNode } from 'react'"
"apps/web/src/components/MovieDetailPage/MovieShareButton.tsx","import { useCallback, useEffect, useId, useState } from 'react'"
"apps/web/src/components/MovieDetailPage/MovieShareButton.tsx","import { createPortal } from 'react-dom'"
"apps/web/src/components/MovieDetailPage/MovieShareButton.tsx","import iconSlot from '@/components/IconSlot/iconSlot.module.css'"
"apps/web/src/components/MovieDetailPage/MovieShareButton.tsx","import styles from './MovieShareButton.module.css'"
"apps/web/src/components/MovieDetailPage/MovieSimilarRailCard.tsx","import Image from 'next/image'"
"apps/web/src/components/MovieDetailPage/MovieSimilarRailCard.tsx","import Link from 'next/link'"
"apps/web/src/components/MovieDetailPage/MovieSimilarRailCard.tsx","import type { MoviePageCardItem } from '@/lib/tmdb'"
"apps/web/src/components/MovieDetailPage/MovieSimilarRailCard.tsx","import { getImageUrl } from '@/lib/tmdb'"
"apps/web/src/components/MovieDetailPage/MovieSimilarRailCard.tsx","import styles from './MovieSimilarRailCard.module.css'"
"apps/web/src/components/MovieDetailPage/MovieTrailerBlock.client.tsx","import { useCallback, useEffect, useState } from 'react'"
"apps/web/src/components/MovieDetailPage/MovieTrailerBlock.client.tsx","import { createPortal } from 'react-dom'"
"apps/web/src/components/MovieDetailPage/MovieTrailerBlock.client.tsx","import iconSlot from '@/components/IconSlot/iconSlot.module.css'"
"apps/web/src/components/MovieDetailPage/MovieTrailerBlock.client.tsx","import blockStyles from './MovieTrailerBlock.module.css'"
"apps/web/src/components/MovieDetailPage/MovieTrailerBlock.client.tsx","import { OPEN_MOVIE_TRAILER_EVENT } from './movieTrailerEvents'"
"apps/web/src/components/MovieDetailPage/MovieTrailerBlock.tsx","import { useId } from 'react'"
"apps/web/src/components/MovieDetailPage/MovieTrailerBlock.tsx","import { MovieTrailerBlockClient } from './MovieTrailerBlock.client'"
"apps/web/src/components/MovieDetailPage/MovieTrailerBlock.tsx","import blockStyles from './MovieTrailerBlock.module.css'"
"apps/web/src/components/MovieDetailPage/MovieUserRatingCard.tsx","import { useEffect, useState } from 'react'"
"apps/web/src/components/MovieDetailPage/MovieUserRatingCard.tsx","import styles from './MovieUserRatingCard.module.css'"
"apps/web/src/components/MovieDetailPage/MovieWatchProvidersPanel.tsx","import { ExternalLink } from 'lucide-react'"
"apps/web/src/components/MovieDetailPage/MovieWatchProvidersPanel.tsx","import Image from 'next/image'"
"apps/web/src/components/MovieDetailPage/MovieWatchProvidersPanel.tsx","import iconSlot from '@/components/IconSlot/iconSlot.module.css'"
"apps/web/src/components/MovieDetailPage/MovieWatchProvidersPanel.tsx","import type { MovieWatchProvidersUs } from '@/lib/tmdb'"
"apps/web/src/components/MovieDetailPage/MovieWatchProvidersPanel.tsx","import { buildWatchProviderUrl, getImageUrl } from '@/lib/tmdb'"
"apps/web/src/components/MovieDetailPage/MovieWatchProvidersPanel.tsx","import styles from './MovieWatchProvidersPanel.module.css'"
"apps/web/src/components/MoviesDiscoverPage/MoviesDiscoverPage.tsx","import { usePathname, useRouter } from 'next/navigation'"
"apps/web/src/components/MoviesDiscoverPage/MoviesDiscoverPage.tsx","import { forwardRef, type ComponentProps, useCallback, useEffect, useRef, useState } from 'react'"
"apps/web/src/components/MoviesDiscoverPage/MoviesDiscoverPage.tsx","import { VirtuosoGrid } from 'react-virtuoso'"
"apps/web/src/components/MoviesDiscoverPage/MoviesDiscoverPage.tsx","import { MediaCard } from '@/components/MediaCard/MediaCard'"
"apps/web/src/components/MoviesDiscoverPage/MoviesDiscoverPage.tsx","import type {"
"apps/web/src/components/MoviesDiscoverPage/MoviesDiscoverPage.tsx","import styles from './MoviesDiscoverPage.module.css'"
"apps/web/src/components/NavigationProgress/NavigationProgress.tsx","import { usePathname, useSearchParams } from 'next/navigation'"
"apps/web/src/components/NavigationProgress/NavigationProgress.tsx","import { useEffect, useRef, useState } from 'react'"
"apps/web/src/components/NavigationProgress/NavigationProgress.tsx","import styles from './NavigationProgress.module.css'"
"apps/web/src/components/PerformanceMonitor/PerformanceMonitor.tsx","import { PerformanceMonitorClient } from './PerformanceMonitorClient'"
"apps/web/src/components/PerformanceMonitor/PerformanceMonitorClient.tsx","import { usePerformanceMonitor } from '@/hooks/usePerformanceMonitor'"
"apps/web/src/components/PersonFilmography/PersonFilmography.tsx","import Link from 'next/link'"
"apps/web/src/components/PersonFilmography/PersonFilmography.tsx","import { useMemo, useState } from 'react'"
"apps/web/src/components/PersonFilmography/PersonFilmography.tsx","import { buildEntitySearchHref } from '@/lib/entitySearch'"
"apps/web/src/components/PersonFilmography/PersonFilmography.tsx","import { personCreditDetailPath } from '@/lib/personCredits'"
"apps/web/src/components/PersonFilmography/PersonFilmography.tsx","import type { PersonCreditRowRaw } from '@/lib/tmdb'"
"apps/web/src/components/PersonFilmography/PersonFilmography.tsx","import styles from './PersonFilmography.module.css'"
"apps/web/src/components/PersonFilmography/PersonFilmographyStream.tsx","import { getPersonCreditsCached } from '@/lib/personPageDataCache'"
"apps/web/src/components/PersonFilmography/PersonFilmographyStream.tsx","import { PersonFilmography } from './PersonFilmography'"
"apps/web/src/components/PersonPhotosRail/PersonPhotosRail.tsx","import { ChevronLeft, ChevronRight, X } from 'lucide-react'"
"apps/web/src/components/PersonPhotosRail/PersonPhotosRail.tsx","import Image from 'next/image'"
"apps/web/src/components/PersonPhotosRail/PersonPhotosRail.tsx","import { useCallback, useEffect, useRef, useState } from 'react'"
"apps/web/src/components/PersonPhotosRail/PersonPhotosRail.tsx","import { getImageUrl, type PersonImageRow } from '@/lib/tmdb'"
"apps/web/src/components/PersonPhotosRail/PersonPhotosRail.tsx","import styles from './PersonPhotosRail.module.css'"
"apps/web/src/components/PopularActorsShelf/PopularActorsShelf.tsx","import Image from 'next/image'"
"apps/web/src/components/PopularActorsShelf/PopularActorsShelf.tsx","import Link from 'next/link'"
"apps/web/src/components/PopularActorsShelf/PopularActorsShelf.tsx","import { useCallback, useEffect, useId, useRef, useState } from 'react'"
"apps/web/src/components/PopularActorsShelf/PopularActorsShelf.tsx","import iconSlot from '@/components/IconSlot/iconSlot.module.css'"
"apps/web/src/components/PopularActorsShelf/PopularActorsShelf.tsx","import { ShelfRevealShell } from '@/components/ShelfRevealShell/ShelfRevealShell'"
"apps/web/src/components/PopularActorsShelf/PopularActorsShelf.tsx","import { PERSON_PROFILE_IMAGE_SIZES, PERSON_PROFILE_IMAGE_TMDB_SIZE } from '@/lib/imageSizes'"
"apps/web/src/components/PopularActorsShelf/PopularActorsShelf.tsx","import { personPath } from '@/lib/slug'"
"apps/web/src/components/PopularActorsShelf/PopularActorsShelf.tsx","import type { PopularActorItem } from '@/lib/tmdb'"
"apps/web/src/components/PopularActorsShelf/PopularActorsShelf.tsx","import { getImageUrl } from '@/lib/tmdb'"
"apps/web/src/components/PopularActorsShelf/PopularActorsShelf.tsx","import styles from './PopularActorsShelf.module.css'"
"apps/web/src/components/ProfilePage/ProfilePage.tsx","import { Button } from '@repo/ui/button'"
"apps/web/src/components/ProfilePage/ProfilePage.tsx","import {"
"apps/web/src/components/ProfilePage/ProfilePage.tsx","import Link from 'next/link'"
"apps/web/src/components/ProfilePage/ProfilePage.tsx","import { useRouter } from 'next/navigation'"
"apps/web/src/components/ProfilePage/ProfilePage.tsx","import { useEffect, useRef, useState } from 'react'"
"apps/web/src/components/ProfilePage/ProfilePage.tsx","import iconSlot from '@/components/IconSlot/iconSlot.module.css'"
"apps/web/src/components/ProfilePage/ProfilePage.tsx","import { clearUser, getUser, saveUser, type User } from '@/lib/auth-client'"
"apps/web/src/components/ProfilePage/ProfilePage.tsx","import styles from './ProfilePage.module.css'"
"apps/web/src/components/Providers/SessionProvider.tsx","import { SessionProvider as NextAuthSessionProvider } from 'next-auth/react'"
"apps/web/src/components/Providers/SessionProvider.tsx","import type { ReactNode } from 'react'"
"apps/web/src/components/RandomMoviePage/RandomMoviePage.tsx","import { ArrowRight, Calendar, Clock, Dice5, Filter, Play, RotateCw, Star } from 'lucide-react'"
"apps/web/src/components/RandomMoviePage/RandomMoviePage.tsx","import Image from 'next/image'"
"apps/web/src/components/RandomMoviePage/RandomMoviePage.tsx","import Link from 'next/link'"
"apps/web/src/components/RandomMoviePage/RandomMoviePage.tsx","import { useCallback, useRef, useState } from 'react'"
"apps/web/src/components/RandomMoviePage/RandomMoviePage.tsx","import iconSlot from '@/components/IconSlot/iconSlot.module.css'"
"apps/web/src/components/RandomMoviePage/RandomMoviePage.tsx","import { movieGenrePathById } from '@/lib/movieGenreRoute'"
"apps/web/src/components/RandomMoviePage/RandomMoviePage.tsx","import { detailPathForShelfItem } from '@/lib/slug'"
"apps/web/src/components/RandomMoviePage/RandomMoviePage.tsx","import styles from './RandomMoviePage.module.css'"
"apps/web/src/components/RegisterForm/RegisterForm.tsx","import { Button } from '@repo/ui/button'"
"apps/web/src/components/RegisterForm/RegisterForm.tsx","import Link from 'next/link'"
"apps/web/src/components/RegisterForm/RegisterForm.tsx","import { signIn } from 'next-auth/react'"
"apps/web/src/components/RegisterForm/RegisterForm.tsx","import { useState } from 'react'"
"apps/web/src/components/RegisterForm/RegisterForm.tsx","import { CountrySelect } from '@/components/CountrySelect/CountrySelect'"
"apps/web/src/components/RegisterForm/RegisterForm.tsx","import iconSlot from '@/components/IconSlot/iconSlot.module.css'"
"apps/web/src/components/RegisterForm/RegisterForm.tsx","import styles from './RegisterForm.module.css'"
"apps/web/src/components/Ripple/Ripple.tsx","import { useEffect, useId, useState } from 'react'"
"apps/web/src/components/Ripple/Ripple.tsx","import { createPortal } from 'react-dom'"
"apps/web/src/components/Ripple/Ripple.tsx","import styles from './Ripple.module.css'"
"apps/web/src/components/ScrollProgressBar/ScrollProgressBar.tsx","import { useEffect, useState } from 'react'"
"apps/web/src/components/ScrollProgressBar/ScrollProgressBar.tsx","import { usePrefersReducedMotion } from '@/hooks/usePrefersReducedMotion'"
"apps/web/src/components/ScrollProgressBar/ScrollProgressBar.tsx","import styles from './ScrollProgressBar.module.css'"
"apps/web/src/components/SearchBar/SearchBar.tsx","import { Button } from '@repo/ui/button'"
"apps/web/src/components/SearchBar/SearchBar.tsx","import Image from 'next/image'"
"apps/web/src/components/SearchBar/SearchBar.tsx","import { useRouter } from 'next/navigation'"
"apps/web/src/components/SearchBar/SearchBar.tsx","import { useCallback, useEffect, useRef, useState } from 'react'"
"apps/web/src/components/SearchBar/SearchBar.tsx","import iconSlot from '@/components/IconSlot/iconSlot.module.css'"
"apps/web/src/components/SearchBar/SearchBar.tsx","import styles from './SearchBar.module.css'"
"apps/web/src/components/SearchPage/SearchPageClient.tsx","import Image from 'next/image'"
"apps/web/src/components/SearchPage/SearchPageClient.tsx","import Link from 'next/link'"
"apps/web/src/components/SearchPage/SearchPageClient.tsx","import { useCallback, useEffect, useState } from 'react'"
"apps/web/src/components/SearchPage/SearchPageClient.tsx","import { SearchBar } from '@/components/SearchBar/SearchBar'"
"apps/web/src/components/SearchPage/SearchPageClient.tsx","import { getImageUrl } from '@/lib/tmdb'"
"apps/web/src/components/SearchPage/SearchPageClient.tsx","import styles from './SearchPage.module.css'"
"apps/web/src/components/ServiceWorkerRegistration.tsx","import { useEffect } from 'react'"
"apps/web/src/components/ShelfRevealShell/ShelfRevealShell.tsx","import type { ReactNode } from 'react'"
"apps/web/src/components/Toast/Toast.tsx","import {"
"apps/web/src/components/Toast/Toast.tsx","import iconSlot from '@/components/IconSlot/iconSlot.module.css'"
"apps/web/src/components/Toast/Toast.tsx","import styles from './Toast.module.css'"
"apps/web/src/components/TvSeriesEpisodes/TvSeriesEpisodes.tsx","import Image from 'next/image'"
"apps/web/src/components/TvSeriesEpisodes/TvSeriesEpisodes.tsx","import { useEffect, useState } from 'react'"
"apps/web/src/components/TvSeriesEpisodes/TvSeriesEpisodes.tsx","import iconSlot from '@/components/IconSlot/iconSlot.module.css'"
"apps/web/src/components/TvSeriesEpisodes/TvSeriesEpisodes.tsx","import styles from './TvSeriesEpisodes.module.css'"
"apps/web/src/components/WatchlistPage/WatchlistPage.tsx","import type { MediaType } from '@repo/types'"
"apps/web/src/components/WatchlistPage/WatchlistPage.tsx","import Image from 'next/image'"
"apps/web/src/components/WatchlistPage/WatchlistPage.tsx","import Link from 'next/link'"
"apps/web/src/components/WatchlistPage/WatchlistPage.tsx","import { useEffect, useMemo, useState } from 'react'"
"apps/web/src/components/WatchlistPage/WatchlistPage.tsx","import {"
"apps/web/src/components/WatchlistPage/WatchlistPage.tsx","import { getImageUrl } from '@/lib/tmdb'"
"apps/web/src/components/WatchlistPage/WatchlistPage.tsx","import styles from './WatchlistPage.module.css'"
"apps/web/src/components/WebPageJsonLd/WebPageJsonLd.tsx","import { buildSiteHubBreadcrumbJsonLd, buildWebPageJsonLd } from '@/lib/jsonLdSite'"
"apps/web/src/hooks/usePerformanceMonitor.ts","import { useEffect, useRef, useState } from 'react'"
"apps/web/src/hooks/usePerformanceMonitor.ts","import { usePrefersReducedMotion } from './usePrefersReducedMotion'"
"apps/web/src/hooks/usePrefersReducedMotion.ts","import { useSyncExternalStore } from 'react'"
"apps/web/src/lib/cachePolicy.test.ts","import { describe, expect, it } from 'vitest'"
"apps/web/src/lib/cachePolicy.test.ts","import {"
"apps/web/src/lib/canonicalQuery.test.ts","import { describe, expect, it } from 'vitest'"
"apps/web/src/lib/canonicalQuery.test.ts","import { buildCanonicalPath } from './canonicalQuery'"
"apps/web/src/lib/cartoonDetailRoute.tsx","import type { Metadata } from 'next'"
"apps/web/src/lib/cartoonDetailRoute.tsx","import { notFound, redirect } from 'next/navigation'"
"apps/web/src/lib/cartoonDetailRoute.tsx","import { Suspense } from 'react'"
"apps/web/src/lib/cartoonDetailRoute.tsx","import { HeroLcpPreloadLinks } from '@/components/MovieDetailPage/HeroLcpPreloadLinks'"
"apps/web/src/lib/cartoonDetailRoute.tsx","import { MovieDetailBelowFoldSuspenseFallback } from '@/components/MovieDetailPage/MovieDetailBelowFoldDynamics'"
"apps/web/src/lib/cartoonDetailRoute.tsx","import {"
"apps/web/src/lib/cartoonDetailRoute.tsx","import { MovieDetailStreamedBelowFold } from '@/components/MovieDetailPage/MovieDetailStreamedBelowFold'"
"apps/web/src/lib/cartoonDetailRoute.tsx","import { jsonLdMainEntityId, jsonLdSameAsTmdb, jsonLdYoutubeVideoId } from '@/lib/jsonLdEntity'"
"apps/web/src/lib/cartoonDetailRoute.tsx","import { getMoviePageDataShellCached } from '@/lib/moviePageDataCache'"
"apps/web/src/lib/cartoonDetailRoute.tsx","import { discoverPageAlternates, discoverSocialMeta } from '@/lib/seoSocial'"
"apps/web/src/lib/cartoonDetailRoute.tsx","import { buildWatchSeoTitle } from '@/lib/seoTitles'"
"apps/web/src/lib/cartoonDetailRoute.tsx","import { SITE_URL } from '@/lib/site'"
"apps/web/src/lib/cartoonDetailRoute.tsx","import { cartoonPath, resolveMovieIdFromParam } from '@/lib/slug'"
"apps/web/src/lib/cartoonDetailRoute.tsx","import { containsCyrillic } from '@/lib/textScript'"
"apps/web/src/lib/cartoonDetailRoute.tsx","import { getImageUrl, type MoviePageDetail } from '@/lib/tmdb'"
"apps/web/src/lib/cartoonsDiscoverCopy.ts","import { buildCanonicalPath } from '@/lib/canonicalQuery'"
"apps/web/src/lib/cartoonsDiscoverCopy.ts","import {"
"apps/web/src/lib/cartoonsDiscoverCopy.ts","import type {"
"apps/web/src/lib/cartoonsDiscoverCopy.ts","import { moviesDiscoverActiveFilterKeys } from '@/lib/tmdb'"
"apps/web/src/lib/deviceTier.test.ts","import { afterEach, describe, expect, it, vi } from 'vitest'"
"apps/web/src/lib/deviceTier.test.ts","import {"
"apps/web/src/lib/indexnowPipeline.test.ts","import { describe, expect, it } from 'vitest'"
"apps/web/src/lib/indexnowPipeline.test.ts","import { normalizeAndDedupeUrls, runIndexNowPipeline } from './indexnowPipeline'"
"apps/web/src/lib/jsonLdEntity.ts","import { SITE_URL } from '@/lib/site'"
